Date,AAPL,GOOGL,AMZN,NVDA,PFE,PG,AXP,JPM,BAC,JNJ,MKT_RF,SMB,HML,RMW,CMA,RF
2016-11-30,-0.008433221304283034,-0.017176865640552652,-0.01567171630962705,-0.01126034076391147,0.006891960053510671,-0.005187723796742594,0.00769361658571599,0.015838832509486256,0.044768552124379024,-0.010490711682349607,4.86,7.07,8.21,-0.18,3.69,0.01
2016-12-31,0.04744808246142396,0.021985052807027783,0.00029709385733223126,0.15846428668624268,0.01163003280981656,0.019891221170492912,0.028776162022178586,0.0744782854611652,0.047424458032761185,0.035143998412972,1.82,0.41,3.53,1.22,-0.24,0.03
2017-01-31,0.04695572077436416,0.035474866280781,0.09485106514036867,0.026816290014689215,-0.022577265413916914,0.049830662437771345,0.035703667271179906,-0.01256842834635663,0.026612528232352717,-0.0166267933516987,1.94,-1.45,-2.75,-0.5,-0.99,0.04
2017-02-28,0.12765273965888424,0.02988830696878131,0.026916566592872004,-0.06260279012617487,0.08334499681131591,0.03967908961204192,0.04736640830443262,0.06938095586173887,0.08801272037553576,0.08322046913006731,3.57,-2.22,-1.67,0.47,-1.83,0.04
2017-03-31,0.04828502559756698,0.003961540064426949,0.048552692258839625,0.07397847794074841,0.0029687932302880915,-0.0133188918716729,-0.010918792633813235,-0.029622647301196348,-0.038781121453740464,0.019394527511050308,0.17,0.74,-3.35,0.61,-0.94,0.03
2017-04-30,0.00024422655805345084,0.08790443384952118,0.04325726824701581,-0.03888891243247805,-0.008426456144219552,-0.020294114604725633,0.007999425281930428,-0.002602859708150107,-0.008849555429822242,-0.008063277360177867,1.09,0.48,-2.13,1.9,-1.6,0.05
2017-05-31,0.06725900058921808,0.06628386134877362,0.07376076648345797,0.3477465019220003,-0.02807573374616079,0.008816868718633186,-0.029079634828457546,-0.056002463315917406,-0.034809373093871,0.0451391768768854,1.06,-3.06,-3.78,0.95,-1.79,0.06
2017-06-30,-0.05667089797652758,-0.05800715671874379,-0.02536100401475616,0.010048533971311668,0.02921643884219194,-0.01038841443207128,0.09115018265520414,0.10786209668089253,0.08140532962145708,0.03136740124968895,0.78,2.58,1.48,-2.22,0.0,0.06
2017-07-31,0.03280252220091151,0.01808331215441783,0.02203663505621234,0.12190205127059661,-0.012595683796363777,0.04947383201154021,0.01597788400586586,0.010501058542940811,-0.004751884498801151,0.003911237900026121,1.87,-1.69,-0.31,-0.67,-0.2,0.07
2017-08-31,0.10424349902051344,0.011142830142357396,-0.006043805659950663,0.05006800280088608,0.03291768639621484,0.015992365533255892,0.010674692262048202,-0.00930384091699843,-0.002608068086822568,0.004107773441588969,0.16,-1.83,-2.1,0.15,-2.38,0.09
2017-09-30,-0.061019905967484744,0.01990307122880719,-0.018850857852787728,0.05933779999342481,0.052182568058870116,-0.013524978929162268,0.04998845374767269,0.05067483004666207,0.06087520255080203,-0.017277849559295455,2.51,4.77,3.12,-1.5,1.71,0.09
2017-10-31,0.09404411957609293,0.06072584382697932,0.1482108324715149,0.14763340353657917,-0.017618306720375787,-0.04387350894712494,0.058973320377518235,0.05870035509287541,0.07905897099613801,0.07098302198622253,2.25,-1.94,0.19,0.91,-3.26,0.09
2017-11-30,0.021484226506109372,0.003952731051900749,0.06404237914261202,-0.024033388485337426,0.04298277674666984,0.04180607687501159,0.023262247783334078,0.03947732140547733,0.034105808390646475,0.005844119006181425,3.12,-0.32,-0.03,3.19,-0.06,0.08
2017-12-31,-0.014502996723784634,0.017077884524067777,-0.00542455047439705,-0.03283817551386181,-0.0004779977847426675,0.02110538908338122,0.01670646435794998,0.023793461462645604,0.04803069223573453,0.003111222619402332,1.06,-1.06,0.06,0.75,1.7,0.09
2018-01-31,-0.009661121358597424,0.11630140906504838,0.21766571818266556,0.2441385189492551,0.024497600482239368,-0.05359619534285609,0.005079797577135392,0.08431167791830041,0.08129398975827784,-0.009070310832229422,5.57,-3.17,-1.28,-0.75,-0.91,0.12
2018-02-28,0.07075564441257609,-0.062418734179767066,0.04680519365745173,-0.0031847246079912406,-0.0072062450662647715,-0.09254145682441872,-0.0131192360870932,0.002623869668016754,0.007613868742887275,-0.05219253033059679,-3.65,0.32,-1.04,0.48,-2.28,0.11
2018-03-31,-0.0569630988639358,-0.05748824908231709,-0.039563840251849336,-0.03421702735828802,-0.021406541671332047,0.01042677094888611,-0.04188114521190567,-0.04610999570132901,-0.06015519176289141,-0.01125232145095778,-2.35,3.6,-0.2,-0.42,-0.02,0.11
2018-04-30,-0.012498913343769291,-0.014925587811966401,0.08544532583869113,-0.02272410319667839,0.032028429346762866,-0.08111409312722884,0.06524090822924744,-0.0036125791423453624,-3.72348833591607e-05,-0.0112313338423089,0.29,0.93,0.54,-2.44,1.28,0.14
2018-05-31,0.12905894798964768,0.0788689898669579,0.040304790250060174,0.11862913763581573,-0.008064324902681608,0.012345699680721856,-0.0034294747927414715,-0.01427115795069167,-0.02361720652490651,-0.04736927383820533,2.65,4.75,-3.22,-2.05,-1.53,0.14
2018-06-30,-0.008702474686690387,0.027830642673874695,0.04383008191392934,-0.05904588238499742,0.009929998717272293,0.06575706073320264,-0.002325491159138271,-0.025574813423000498,-0.02843488338058331,0.014782728729687777,0.48,0.8,-2.33,0.8,0.2,0.14
2018-07-31,0.028550858831459358,0.08588525132325864,0.04648588793056896,0.03561888774770361,0.09688230748327364,0.04537619474078203,0.020576722504716205,0.10570260166276801,0.09361088131176998,0.08987649083948857,3.19,-1.93,0.45,1.55,0.35,0.16
2018-08-31,0.1855361865145544,0.004793115802017245,0.12584669661263614,0.140544673604571,0.04852078060727627,0.025760114583194382,0.06347569232229477,-0.0026225777387830496,0.0024922816618999644,0.02353815031247719,3.44,0.65,-4.0,-0.31,-2.7,0.16
2018-09-30,-0.00648510306237482,-0.019181712109493043,-0.002651471394499616,0.0038700026035026758,0.060017698478699755,0.004055352281909896,0.005464384784373166,-0.014432414648618885,-0.04293226021607044,0.026097669708171956,0.06,-2.49,-1.71,0.63,1.29,0.15
2018-10-31,-0.026232570305148695,-0.09416196184143022,-0.2104000148735382,-0.26255639879523607,-0.019986955965749842,0.07755345998317675,-0.029586317536891893,-0.02495467085131431,-0.06532859355807796,0.014537397056345824,-7.68,-4.45,3.4,0.95,3.58,0.19
2018-11-30,-0.19107619082269056,0.020969570173870244,0.06593890430222982,-0.21511431421270033,0.08076218092271648,0.06430905036614298,0.09109473115335442,0.021541674401013622,0.03430918138524819,0.05576374566693687,1.69,-0.77,0.28,-0.55,0.39,0.18
2018-12-31,-0.11665498881537517,-0.05488320282713233,-0.1045670904610404,-0.1902744210452999,-0.05473621708680765,-0.024747556166725526,-0.15812656937331127,-0.12679173373706165,-0.13092707647172153,-0.1218835573770497,-9.57,-2.88,-1.88,-0.03,0.21,0.2
2019-01-31,0.06388913223383852,0.07850086944540824,0.14107383060330148,0.097958120552471,-0.01586410054221088,0.05826169136708392,0.0802993597086138,0.06796081128020193,0.1489519835374281,0.03209270612270432,8.4,3.01,-0.45,-0.78,-1.52,0.21
2019-02-28,0.04478055740080278,0.001812755190826243,-0.04439531021978227,0.07446399379553692,0.021794685049879026,0.02182010436293258,0.048319345677510395,0.009223434636529082,0.027227015675380772,0.03349076370974713,3.4,1.75,-2.71,0.12,-1.6,0.18
2019-03-31,0.09475299322774655,0.04522908108980983,0.08486203934784575,0.15950459832361763,-0.019297652986040026,0.05473807040952294,0.015275174502969002,-0.029198628307116614,-0.05024777627601551,0.02323025830339298,1.1,-3.51,-4.12,0.91,-0.94,0.19
2019-04-30,0.055800294172676845,0.022233595776651183,0.07973775495793745,0.011128856256794606,-0.04315289860498206,0.03114715158679826,0.07463082735414761,0.14669995682452808,0.10459991975630256,0.010511452425479906,3.97,-1.15,2.16,1.59,-2.22,0.21
2019-05-31,-0.1274962587277284,-0.0777693805111761,-0.07924646682314984,-0.28260831388938457,0.03153916424166636,-0.03296478273970249,-0.020518442374932278,-0.08973995559773873,-0.13680229684584033,-0.06562030635971794,-6.94,-1.59,-2.37,-0.46,1.77,0.21
2019-06-30,0.12486565081398548,-0.018592106162408695,0.06732401444475844,0.19962894039790102,0.04304307435991106,0.06430888038143079,0.07415055874388987,0.05495710938925891,0.09406136590497038,0.06107804413732776,6.93,0.37,-0.7,0.9,-0.44,0.18
2019-07-31,0.074998832073493,0.12298706544207216,-0.013116812389050936,0.030594057152276033,-0.10528730153740629,0.08197523788317229,0.011723824657204451,0.044731163234230875,0.05744304953029833,-0.06546259958625433,1.19,-1.78,0.47,-0.07,0.34,0.19
2019-08-31,-0.010855741921511175,-0.019978313159156214,-0.04672236434351007,0.006434567699786231,-0.07680745292789293,0.020019939721669933,-0.02981525001869667,-0.05079238011048559,-0.10387913640089186,-0.00575371416684145,-2.58,-3.24,-4.79,0.56,-0.68,0.16
2019-09-30,0.07227031528742967,0.02659540625527146,-0.02169279846789751,0.04312906387083815,0.011389046294352778,0.03483171513544525,-0.016390766760267184,0.07011195354779076,0.0673423251178481,0.008578547556053695,1.43,0.26,6.77,1.84,3.39,0.18
2019-10-31,0.1072177025196186,0.031923104082145604,0.024313327581796496,0.14941094637840424,0.06710026530022473,0.00913908257680629,-0.002706289484062041,0.06961858394307507,0.07182489491986799,0.02412489703914522,2.06,0.27,-1.9,0.43,-0.95,0.16
2019-11-30,0.07572293488323933,0.036021375135119715,0.014156299339453282,0.07977830967042798,0.014610264987683141,-0.01858671924772559,0.024435905764295662,0.05379669132432108,0.0642104290836284,0.048104854994756696,3.88,0.45,-1.99,-1.63,-1.25,0.12
2019-12-31,0.09553164996720775,0.027287050594518192,0.02717223470754415,0.08451825668405177,0.017487151471086593,0.023375399671269337,0.03682953800513489,0.057343773389400665,0.0619490881771223,0.05958068179274156,2.77,0.97,1.78,-0.02,1.23,0.14
2020-01-31,0.05587551151927106,0.06897084864543168,0.08732168028800968,0.008373808281709527,-0.03837132618722283,0.0040866489397994865,0.04790178649055499,-0.043799517340836425,-0.06877090816475373,0.020654062963426867,-0.11,-4.4,-6.25,-1.2,-2.3,0.13
2020-02-29,-0.1160686364682958,-0.06295566986321399,-0.06072875736864125,0.14912494220080164,-0.10632420140299725,-0.09324835176718393,-0.16155418185994874,-0.12717933066345777,-0.1363127990278884,-0.09354989568618388,-8.13,0.04,-3.8,-1.49,-2.52,0.12
2020-03-31,-0.02775256479989574,-0.11140137130188554,0.05230374221502909,0.04640261738360352,0.0026932760857444338,0.006623777082835902,-0.15693582381729776,-0.1821521328293284,-0.20822508448237753,0.0036011717265506116,-13.39,-8.24,-13.88,-1.56,1.26,0.13
2020-04-30,0.15411397699710527,0.15974497909544494,0.24622236238547046,0.12283338412904254,0.16652241454762517,0.08029543577923404,0.09941357665740203,0.09186186450429001,0.1460862242496942,0.1393879575618946,13.65,2.56,-1.34,2.73,-1.03,0.0
2020-05-31,0.08324982119623148,0.06419591776368583,-0.008533058450753583,0.20247448391594247,0.007583217579364754,-0.014474583900430882,0.05819872253282654,0.02602156101143538,0.017568023247516162,-0.0009370091684492987,5.58,1.99,-4.85,0.93,-3.24,0.01
2020-06-30,0.14210405284807315,-0.0067700202744398474,0.12465091968553743,0.07437889856173796,-0.1485869449942656,0.03289361853446149,0.012308539088398573,-0.022378820687939394,0.007670123187346389,-0.05395354041852796,2.46,1.97,-2.23,0.13,0.53,0.01
2020-07-31,0.1609008733760391,0.05094321972378202,0.14669515063620564,0.11600903785523042,0.1768522234355433,0.09916730617833003,-0.011882260524765487,0.040762251245451186,0.05153626267431721,0.036464573153690116,5.77,-3.18,-1.44,0.4,1.03,0.01
2020-08-31,0.2008817166881307,0.09242442819755281,0.08952054280311206,0.23818716962532527,-0.01758857192341068,0.05408200417080933,0.08801996165385917,0.03899959420786947,0.036342132557475204,0.05831087167689597,7.63,-0.95,-2.88,4.33,-1.26,0.01
2020-09-30,-0.09584782394191771,-0.10064051573071509,-0.08387428560331034,0.02797098602582071,-0.02765975809884469,0.00565880856600165,-0.009309534904297756,-0.03689519528565821,-0.055633512475118274,-0.02830010942138894,-3.63,-0.05,-2.65,-1.28,-1.96,0.01
2020-10-31,-0.053748204825392776,0.1035973427461575,-0.02943516095272103,-0.06949343712496547,-0.030802174713989716,-0.007074020270220971,-0.08542078198517178,0.030325808417444367,-0.01193898216148026,-0.08055238372314522,-2.1,4.54,4.31,-0.76,-0.88,0.01
2020-11-30,0.09439301221653895,0.08499508851027149,0.04782376794162124,0.07640168691068894,0.1454803027814383,0.014415744072189707,0.2870507171742821,0.19745504991429952,0.18693210136388527,0.061690911052353914,12.47,7.05,2.15,-2.22,1.28,0.01
2020-12-31,0.11204872248346898,0.0002700618374991137,0.02938660538364335,-0.024257036223937822,-0.035752969148885705,0.0024320382183782296,0.021065804443317848,0.0770848513919078,0.0819594732045622,0.08561246998977012,4.63,4.7,-1.34,-1.88,-0.26,0.01
2021-01-31,-0.0002488265404695378,0.04621180169248529,-0.012980221358001032,0.0018391934156211098,-0.013155089215619253,-0.07429473086981087,-0.030565699301443372,0.02265562807221555,-0.017482739946245496,0.0376741603404257,-0.03,7.08,2.85,-3.92,5.18,0.01
2021-02-28,-0.08110592483819035,0.10544519907932826,-0.03339832045791191,0.06401500927854264,-0.06891024483674812,-0.036533712701026455,0.15440620340733346,0.13650338456735,0.16079306605861332,-0.021887450441997913,2.78,4.56,7.1,0.39,-1.95,0.0
2021-03-31,0.013212607843132274,0.0235515153682041,0.00345803469732453,-0.014477099029132856,0.07992685145451406,0.0934378923715633,0.05145117314473302,0.03616143145504003,0.11696544456269775,0.03746084060309418,3.08,-0.78,7.27,6.34,3.57,0.0
2021-04-30,0.07541538252705027,0.1347898491102244,0.1156871850081328,0.12432954395797358,0.06576624221486194,-0.007811330244118619,0.0830429302343495,0.017692390660876578,0.04891509136582217,-0.009101887101074513,4.93,-3.16,-0.95,2.47,-2.71,0.0
2021-05-31,-0.04939298766671918,0.003510061282015031,-0.07098563960705129,0.08549880862612069,0.012846929492710157,0.011598152114812188,0.04443338456248991,0.06700085215055551,0.04583855554419636,0.04597027571197976,0.29,1.2,7.13,2.4,3.02,0.0
2021-06-30,0.09567931304039035,0.03610598646853702,0.06655566967446802,0.21278101837890329,0.012276107032822337,0.0014105721705302,0.03394621851415747,-0.05280884208693415,-0.020955602626868908,-0.02613922464130014,2.75,-0.41,-7.75,-2.04,-1.02,0.0
2021-07-31,0.06501355841102097,0.10065451382164603,-0.02810559036311111,-0.020557759507341622,0.0992524426375545,0.059574868048549834,0.03732563458451432,-0.016288724948763322,-0.06889981695095082,0.04480662093409482,1.27,-4.59,-1.81,5.48,-0.52,0.0
2021-08-31,0.04304303942497967,0.0721565248172179,0.04325250506564482,0.14395638577416547,0.07921555900337296,0.0015764397580301237,-0.025369965814221795,0.053917050427678026,0.08666893568104828,0.01181300040562605,2.91,-0.71,-0.1,-0.22,-1.82,0.0
2021-09-30,-0.06860900414986648,-0.07757185829948121,-0.05377814809594894,-0.07382855214458972,-0.06778020053990985,-0.017805639816523944,0.0120148588734722,0.02519613158744416,0.024810893356438934,-0.06882565857158296,-4.37,1.09,5.1,-1.95,2.09,0.0
2021-10-31,0.058478386549406625,0.10537898564710657,0.028638543121574545,0.21683900548072133,0.017814098431681802,0.029386511768121237,0.043441262243733236,0.045099067577410445,0.12073465117812554,0.009278864588894487,6.65,-2.72,-0.45,1.72,-1.44,0.0
2021-11-30,0.10227487191235529,-0.04010827467307054,0.0425225525475349,0.2624390975066476,0.22522718901324512,0.011889977077638836,-0.1262586683549134,-0.06587659585575378,-0.06935621687766336,-0.03624661452154332,-1.55,-1.77,-0.41,7.27,1.74,0.0
2021-12-31,0.07528453996232443,0.02223385100301256,-0.04836873642878725,-0.08849508524172889,0.10233285480063392,0.12466602145737149,0.07537050419582614,-0.001560169899942787,0.007584759267799446,0.09400181844561062,3.1,-0.79,3.22,4.83,4.32,0.01
2022-01-31,-0.011322841405789097,-0.06472859131896735,-0.10281140579158199,-0.17080151210551187,-0.10232704669009618,-0.012703905168661711,0.1037632256287011,-0.05278094810414491,0.03992931559712276,0.00801278128723637,-6.25,-4.09,12.8,0.84,7.74,0.0
2022-02-28,-0.053450079230112246,0.004853279712909608,0.04140361386268465,0.013865427477135261,-0.11307723896952027,-0.02670499735040588,0.08097723252257649,-0.04379403487055078,-0.03963111248173978,-0.037474049315529445,-2.29,2.92,3.1,-2.1,3.16,0.0
2022-03-31,0.06031278703920717,0.0341518243436395,0.06714503481009482,0.13397109213302738,0.10188137033433065,-0.017437329196465345,-0.027506553351514418,-0.033899559379330646,-0.05651677112193221,0.07552768508981733,3.06,-2.2,-1.76,-1.5,3.18,0.01
2022-04-30,-0.09756372384883072,-0.19110206032140242,-0.2534457036462894,-0.368076180742098,-0.04975966859704006,0.056648462322895776,-0.06148752248305411,-0.12243534848705939,-0.1409774310239309,0.019761070450959983,-9.46,-0.4,6.17,3.47,5.87,0.01
2022-05-31,-0.04619771739529788,0.004088618985305659,-0.019532316747885914,0.032561202941169376,0.08847432079372419,-0.07851668727805272,-0.026744894932840824,0.10708649653551272,0.04741382040502551,0.002420974454287572,-0.34,-0.16,8.59,1.7,3.99,0.03
2022-06-30,-0.07881987839004245,-0.03615992801107648,-0.11247430122710766,-0.19144197920685646,-0.006632622674356936,-0.025248224120079432,-0.18577408129330208,-0.156817392508102,-0.16862879488585547,-0.00960282716657801,-8.44,1.36,-6.1,1.74,-4.72,0.06
2022-07-31,0.17583500096514815,0.074089168868256,0.25170576862703653,0.1919197896495265,-0.028353469808338083,-0.025161099085163063,0.10843463546084164,0.03580584817020338,0.0871318111886451,-0.01623966319111858,9.57,1.83,-4.03,0.85,-6.82,0.08
2022-08-31,-0.02879058993209016,-0.06834884488030724,-0.05734186504506911,-0.16956037003610136,-0.1078407944214419,-0.005425774523707294,-0.010708741129149546,-0.011337904391311548,-0.0029179809899502196,-0.07084831193778929,-3.77,1.52,0.29,-4.79,1.33,0.19
2022-09-30,-0.12315148621045524,-0.1191918493359494,-0.1085119672332393,-0.2049782163558037,-0.03076381014834051,-0.08673496400108394,-0.1143569981560002,-0.08166177443202716,-0.09685579749678652,0.01402445100876304,-9.35,-1.04,0.02,-1.46,-0.79,0.19
2022-10-31,0.11123264521248044,-0.0031391205566349,-0.08705945719331987,0.12017580939695471,0.06527580386424203,0.07328128208201867,0.10518234121826231,0.2021587146598819,0.18442788289251688,0.0641240617592006,7.83,1.88,8.06,3.31,6.62,0.23
2022-11-30,-0.02476861545798259,0.07593251526219691,-0.04501292576200855,0.2471785578528105,0.08469189705337277,0.10380390027514463,0.06482602183097519,0.09540804512142975,0.05120472881301619,0.030401497315512893,4.61,-2.75,1.41,6.32,3.2,0.29
2022-12-31,-0.1266864930663424,-0.13164244198230723,-0.13423059296936335,-0.13454232611952976,0.024546231105365912,0.016443046476092515,-0.0626070747402846,-0.028676290609657262,-0.12451106471975337,-0.007088024729694498,-6.41,-0.14,1.34,0.27,4.21,0.33
2023-01-31,0.10762051630732483,0.11801192990636855,0.2113029338305925,0.3039547046764577,-0.13627470969691968,-0.054931809029862055,0.18000429734552836,0.051700528706193793,0.07057028761619388,-0.07639623587051247,6.64,4.42,-4.0,-2.42,-4.44,0.35
2023-02-28,0.025381322298337228,-0.08357786163420566,-0.08167175555177664,0.19113010167243383,-0.08387931167859353,-0.0336543054127908,-0.004157129506357715,0.024835344959760808,-0.03302430343006724,-0.05613426412623923,-2.59,0.66,-0.83,1.03,-1.32,0.34
2023-03-31,0.11446726720736977,0.14592793849000807,0.0957635449413683,0.18571331597272456,0.006734843485802333,0.07885528667468489,-0.04730876082007196,-0.08890964257707756,-0.1665854040619933,0.01209325511247017,2.51,-6.93,-8.87,2.33,-2.39,0.36
2023-04-30,0.030015497728776097,0.03704050904625311,0.026204593177499014,0.0019864438022165753,-0.0470345644589919,0.057536493382633114,-0.016851867040065804,0.07035241787756841,0.02617998092167584,0.05650082872730244,0.61,-2.57,-0.05,2.42,2.85,0.35
2023-05-31,0.046719430960148745,0.13865615833647527,0.13790136876060788,0.3428541886090495,-0.008751688258915924,-0.0920611022271417,-0.013729819191242054,-0.016660706034036243,-0.04900923281229308,-0.046346061948124295,0.35,-0.38,-7.74,-1.82,-7.2,0.36
2023-06-30,0.09125062793927385,-0.023830877770607106,0.08136680699114485,0.11876741954860182,-0.033796854843473056,0.06367091263461466,0.09598789221648396,0.07067243354080588,0.041631196055073705,0.06581583297533833,6.47,1.36,-0.2,2.27,-1.62,0.4
2023-07-31,0.013275408332985794,0.10748056588358046,0.02775502468686286,0.10336214242323483,-0.005041104905170513,0.03686044192182625,-0.02533695947608161,0.09047277680861154,0.11205627744163382,0.015082677855482451,3.21,2.84,4.11,-0.57,0.62,0.45
2023-08-31,-0.04034196312753535,0.027867385306103887,0.037465683289829466,0.06610722094483179,-0.017717792208739258,-0.012240798775221329,-0.06565478823090032,-0.075474746435931,-0.09954436210019868,-0.026977360330097344,-2.39,-3.68,-1.08,3.42,-2.37,0.45
2023-09-30,-0.09067164095530345,-0.03817626140842245,-0.0781274703815148,-0.12308287758430736,-0.06262340317606119,-0.0557851847119194,-0.056154189773163,-0.008201223371469779,-0.045012196760310874,-0.036691001341343066,-5.24,-1.79,1.45,1.85,-0.84,0.43
2023-10-31,-0.0014437698849493197,-0.04627100960754027,0.05327388300719904,-0.0575836641355566,-0.078404794361849,0.035552449087461024,-0.014048026319788742,-0.03313982475180821,-0.034928342618900654,-0.04770307188508227,-3.18,-4.05,0.19,2.47,-0.67,0.47
2023-11-30,0.10894399702328039,0.06730694327882758,0.09514233710325215,0.14115857518542652,0.012391579313867473,0.02356404696672365,0.15806629142638873,0.11624793822543078,0.15806905309914832,0.05038489538027102,8.83,-0.11,1.66,-3.81,-0.99,0.44
2023-12-31,0.014275382749810328,0.05509017829424989,0.04065181828070408,0.06018033016745927,-0.05095377229685405,-0.04501103845867649,0.09463523185574574,0.0866581061526861,0.10233958003158117,0.01418525721827868,4.87,7.33,4.92,-3.04,1.3,0.43
2024-01-31,-0.040801848017171016,0.007346813076627767,0.023175199780525624,0.22258531580114804,-0.04464888123641253,0.07762854124114726,0.07575439728222122,0.03168892829780323,0.012067058253676932,0.014225613209918664,0.7,-5.68,-2.47,0.66,-1.02,0.47
2024-02-29,-0.018130422410680302,-0.009370214137769173,0.13525561359096117,0.26939417421103484,-0.017631271858714714,0.01177174982814444,0.08974001671456655,0.06550337215953017,0.023462675307614256,0.023636000816808944,5.07,-0.76,-3.52,-1.98,-2.16,0.42
2024-03-31,-0.050185492663888165,0.08895882263051014,0.021713991479190287,0.14207066399999357,0.04647685050380945,0.02083036381107828,0.038265783436782,0.07478634890665048,0.09523942464890145,-0.01942995147387283,2.83,-1.18,4.21,1.47,1.19,0.43
2024-04-30,-0.004419014879179173,0.08335856290024901,-0.027309159894357116,-0.030767776259034152,-0.07794683474116826,0.013102832538675058,0.0339491666431162,-0.03476248359431389,-0.021471238663655523,-0.08874891314190125,-4.67,-2.56,-0.52,1.48,-0.3,0.47
2024-05-31,0.12522334052415218,0.0591618932758482,0.009660469060925325,0.24991126291099086,0.13151572419712343,0.008662970276464121,0.02624253759547923,0.057394603109620634,0.07911421905923666,0.02445695463233044,4.34,0.76,-1.66,2.98,-3.07,0.44
2024-06-30,0.09548254950563739,0.05680043410367308,0.09334725257788135,0.1300424225358724,-0.022063656332608983,0.0028592815939436633,-0.03468141995604923,-0.0006078159517572956,0.0015125209720077137,-0.0030669971024455123,2.77,-4.37,-3.31,0.51,-1.78,0.41
2024-07-31,0.055579212017551116,-0.05642024799807932,-0.030319456665808264,-0.033254199831711295,0.10395257339254271,-0.017540413329486748,0.09370240121111928,0.058372851904823775,0.016328455542773623,0.07908706307710756,1.24,8.28,5.73,0.22,0.43,0.45
2024-08-31,0.034075475300064606,-0.04610203849620753,-0.03871285230475119,0.03796397380309713,-0.05033947970863473,0.0663548984940937,0.02667099950180274,0.057257202693622666,0.013774817224985192,0.05799471914808496,1.61,-3.65,-1.13,0.85,0.86,0.48
2024-09-30,0.01940109489574038,0.01892851812438756,0.045797520118955215,0.02979448849335986,-0.0007648606365813215,0.010628887785006591,0.05010059292036739,-0.06144503422293579,-0.018528481958902,-0.02257751265299779,1.74,-1.03,-2.6,0.03,-0.26,0.4
